name,lat,lon,投票区名,URL
051-5バス停「松が谷」前道路沿い,35.62737639,139.4144247,由木東第二,https://www.google.com/maps/dir/?api=1&destination=35.62737639%2C139.4144247
051-6大塚橋西側フェンス,35.63375778,139.4203042,由木東第二,https://www.google.com/maps/dir/?api=1&destination=35.63375778%2C139.4203042
051-7乳母ケ谷公園西側道路沿い,35.62858139,139.4115114,由木東第二,https://www.google.com/maps/dir/?api=1&destination=35.62858139%2C139.4115114
052-1都営鹿島１６番地団地南側道路沿い,35.63482889,139.4266856,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63482889%2C139.4266856
052-2鹿島小学校南側校門横フェンス（プール側）,35.63316167,139.425935,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63316167%2C139.425935
052-3バス停「鹿島」前道路沿い,35.63405444,139.4241783,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63405444%2C139.4241783
052-4梶川緑地西側道路沿い,35.63453167,139.4203122,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63453167%2C139.4203122
052-5大塚東公園西側バス停「山根入」,35.63081861,139.4229675,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63081861%2C139.4229675
052-6大塚なかおね公園西側フェンス,35.64340972,139.4134856,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.64340972%2C139.4134856
052-7由木ケ丘公園北側フェンス左寄り,35.63906611,139.4144064,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63906611%2C139.4144064
052-8大塚宮田公園西側道路沿い,35.63630611,139.4194275,由木東第三,https://www.google.com/maps/dir/?api=1&destination=35.63630611%2C139.4194275
060-1秋葉台小学校西側,35.62449361,139.4048297,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.62449361%2C139.4048297
060-2VIA長池立体駐車場南側,35.62390917,139.4019017,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.62390917%2C139.4019017
060-3別所中学校入口脇,35.61981806,139.40024,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.61981806%2C139.40024
060-4別所公園東側入口脇,35.61775944,139.3994928,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.61775944%2C139.3994928
060-5別所小学校西側,35.61345,139.3949678,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.61345%2C139.3949678
060-6別所小学校北側,35.61497278,139.3956169,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.61497278%2C139.3956169
060-7別所公園南,35.61534972,139.3996247,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.61534972%2C139.3996247
060-8別所ふれあい公園東側,35.62312222,139.3987792,南大沢第一,https://www.google.com/maps/dir/?api=1&destination=35.62312222%2C139.3987792
061-1松木中学校南側フェンス,35.61771444,139.3921442,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.61771444%2C139.3921442
061-2大石やかた公園,35.62767861,139.3876808,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62767861%2C139.3876808
061-3松木えのき公園,35.62118528,139.3889972,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62118528%2C139.3889972
061-4松木小学校正門脇,35.62242639,139.3944972,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62242639%2C139.3944972
061-5松木峰ヶ谷戸公園,35.62428,139.3962569,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62428%2C139.3962569
061-6蓮生寺公園北西側,35.62056278,139.3943772,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62056278%2C139.3943772
061-7多摩ニュータウン蓮生寺団地集会所東側,35.62135472,139.3967644,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62135472%2C139.3967644
061-8富士見台公園第２駐車場東,35.62471528,139.3863167,南大沢第二,https://www.google.com/maps/dir/?api=1&destination=35.62471528%2C139.3863167
062-1南大沢中郷公園入口西側,35.61271806,139.380095,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.61271806%2C139.380095
062-2柏木小学校西側フェンス,35.60974083,139.382375,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.60974083%2C139.382375
062-3バス停「南大沢団地」前,35.60560417,139.3811561,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.60560417%2C139.3811561
062-4トミンハイム南大沢東北側,35.60414056,139.3829739,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.60414056%2C139.3829739
062-5東光寺橋フェンス南端,35.61300778,139.3779075,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.61300778%2C139.3779075
062-6南大沢駅北口歩行者通路上フェンス,35.61476361,139.3791842,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.61476361%2C139.3791842
062-7南大沢長谷戸公園前,35.6063475,139.3854256,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.6063475%2C139.3854256
062-8南大沢日向公園東側,35.61775778,139.3839519,南大沢第三,https://www.google.com/maps/dir/?api=1&destination=35.61775778%2C139.3839519
063-1バス停「だいり橋」向い側土手,35.61591667,139.3757436,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61591667%2C139.3757436
063-2宮上中学校東側入口道路沿い,35.6131975,139.3745108,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.6131975%2C139.3745108
063-3公団南大沢学園２番街西南角,35.61545083,139.3730625,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61545083%2C139.3730625
063-4バス停「三徳プラザ前」前道路先,35.61314611,139.3696631,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61314611%2C139.3696631
063-5宮上小学校正門西側,35.61098,139.3709122,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61098%2C139.3709122
063-6上柚木小学校西側土手,35.61544556,139.36795,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61544556%2C139.36795
063-7上柚木公園健康広場南側,35.61911639,139.3717358,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61911639%2C139.3717358
